"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
120,100,0.1,"AC",23.624584414891
30,50,0.5,"AC",20.5994645621079
120,50,0.5,"AC",23.7882636815224
30,100,0.5,"AC",21.3464404424643
120,100,0.5,"AC",23.3286004640352
30,50,0.1,"TT",16.4023763887509
120,50,0.1,"TT",16.0483025496886
30,100,0.1,"TT",18.9861259093188
120,100,0.1,"TT",20.5329304596309
30,50,0.5,"TT",17.2463508015948
120,50,0.5,"TT",17.4812569513677
30,100,0.5,"TT",17.3620506890963
120,100,0.5,"TT",19.9191093369078
30,50,0.1,"AC",21.3062846810327
120,50,0.1,"AC",22.2591738211034
30,100,0.1,"AC",22.1029026029709
120,100,0.1,"AC",25.973197891655
30,50,0.5,"AC",21.2578884031395
120,50,0.5,"AC",21.1788907835053
30,100,0.5,"AC",22.0294506685103
120,100,0.5,"AC",24.4199604377738
30,50,0.1,"TT",17.9472831002792
120,50,0.1,"TT",18.2018036089666
30,100,0.1,"TT",15.0532647223081
120,100,0.1,"TT",19.5785754043075
30,50,0.5,"TT",17.0232573385395
120,50,0.5,"TT",18.2064527267776
30,100,0.5,"TT",15.3139657512997
120,100,0.5,"TT",20.5977959246827
30,50,0.1,"AC",21.7878427089571
120,50,0.1,"AC",23.7907558495823
30,100,0.1,"AC",22.8552228243095
120,100,0.1,"AC",25.6699831830463
30,50,0.5,"AC",21.7489844134976
120,50,0.5,"AC",23.2265106100415
30,100,0.5,"AC",21.4253990999285
120,100,0.5,"AC",25.3757024247133
30,50,0.1,"TT",17.6356537621422
120,50,0.1,"TT",18.8983832861701
30,100,0.1,"TT",16.4051056703906
120,100,0.1,"TT",19.8176779383281
30,50,0.5,"TT",14.6763925715298
120,50,0.5,"TT",16.9915987361475
30,100,0.5,"TT",16.7353524682301
120,100,0.5,"TT",20.6204331272876
30,50,0.1,"AC",22.3063941095933
120,50,0.1,"AC",24.4702812745443
30,100,0.1,"AC",21.3714284852621
120,100,0.1,"AC",25.9302747963319
30,50,0.5,"AC",22.6160605606579
120,50,0.5,"AC",24.5594790332617
30,100,0.5,"AC",21.2665326451098
120,100,0.5,"AC",24.8240218757972
30,50,0.1,"TT",18.0769615002866
120,50,0.1,"TT",16.2717416349513
30,100,0.1,"TT",16.912106316955
120,100,0.1,"TT",20.0035506556255
30,50,0.5,"TT",16.8582079208072
120,50,0.5,"TT",17.4606182598245
30,100,0.5,"TT",16.3715029188419
120,100,0.5,"TT",18.7925265024859
30,50,0.1,"AC",21.3914454626629
120,50,0.1,"AC",21.506214541294
30,100,0.1,"AC",21.9325291017713
120,100,0.1,"AC",26.4345424091044
30,50,0.5,"AC",22.7481015745101
120,50,0.5,"AC",22.3606085948052
30,100,0.5,"AC",22.0075830261323
120,100,0.5,"AC",26.1376517490022
30,50,0.1,"TT",14.0627321213004
120,50,0.1,"TT",16.7992828500853
30,100,0.1,"TT",15.4032465930549
120,100,0.1,"TT",19.6685922006232
30,50,0.5,"TT",19.0601997700402
120,50,0.5,"TT",17.179906152329
30,100,0.5,"TT",17.3250660950588
120,100,0.5,"TT",19.3252055837671
30,50,0.1,"AC",21.4746679689371
120,50,0.1,"AC",22.9882332372705
30,100,0.1,"AC",21.9649484296615
120,100,0.1,"AC",24.3131974308082
30,50,0.5,"AC",20.3486747636372
120,50,0.5,"AC",22.7401481930725
30,100,0.5,"AC",21.976024780851
120,100,0.5,"AC",25.2816904348007
30,50,0.1,"TT",15.7197306549412
120,50,0.1,"TT",18.5886753036009
30,100,0.1,"TT",16.8266929200879
120,100,0.1,"TT",20.4767052624269
30,50,0.5,"TT",17.594689034177
120,50,0.5,"TT",18.2309769816164
30,100,0.5,"TT",15.4365199410859
120,100,0.5,"TT",20.6938358342361
30,50,0.1,"AC",20.8700233478993
120,50,0.1,"AC",22.5192034815342
30,100,0.1,"AC",23.9328095927761
120,100,0.1,"AC",24.4224303830364
30,50,0.5,"AC",22.993709241078
120,50,0.5,"AC",23.6207805866496
30,100,0.5,"AC",21.3286606169279
120,100,0.5,"AC",25.9493734701669
30,50,0.1,"TT",17.9071517615738
120,50,0.1,"TT",16.6872079094478
30,100,0.1,"TT",16.6786613945866
120,100,0.1,"TT",20.9584465709875
30,50,0.5,"TT",16.6241883899283
120,50,0.5,"TT",16.9764407366681
30,100,0.5,"TT",16.7750550315334
120,100,0.5,"TT",19.8191003431675
30,50,0.1,"AC",20.9758666324512
120,50,0.1,"AC",22.4430033135523
30,100,0.1,"AC",22.0139156060448
120,100,0.1,"AC",24.8450238065143
30,50,0.5,"AC",22.4502040491801
120,50,0.5,"AC",21.3679405994106
30,100,0.5,"AC",21.2970461249454
120,100,0.5,"AC",25.9898642992301
30,50,0.1,"TT",16.5860761867111
120,50,0.1,"TT",17.2331343166517
30,100,0.1,"TT",17.4608577924682
120,100,0.1,"TT",20.8788871869088
30,50,0.5,"TT",18.66031216047
120,50,0.5,"TT",18.429091033534
30,100,0.5,"TT",17.0487172498619
120,100,0.5,"TT",20.5085696082904
30,50,0.1,"AC",20.5513192431737
120,50,0.1,"AC",21.8800948081748
30,100,0.1,"AC",22.3736120216367
120,100,0.1,"AC",24.5586917601252
30,50,0.5,"AC",23.4006290992091
120,50,0.5,"AC",21.6473663942354
30,100,0.5,"AC",21.5035092474668
120,100,0.5,"AC",25.7248751652328
30,50,0.1,"TT",17.1218121455571
120,50,0.1,"TT",19.0730561919213
30,100,0.1,"TT",16.3302433674873
120,100,0.1,"TT",18.6912638634357
30,50,0.5,"TT",15.7960793484342
120,50,0.5,"TT",18.4341821511215
30,100,0.5,"TT",17.2710208083496
120,100,0.5,"TT",20.2633761604125
30,50,0.1,"AC",21.2915329823194
120,50,0.1,"AC",24.0008714020148
30,100,0.1,"AC",21.838096518053
120,100,0.1,"AC",26.3693082535498
30,50,0.5,"AC",23.286982328972
120,50,0.5,"AC",22.9124405881375
30,100,0.5,"AC",22.5311325700582
120,100,0.5,"AC",25.9874901334427
30,50,0.1,"TT",15.5792721602828
120,50,0.1,"TT",19.7401717740117
30,100,0.1,"TT",16.1048681942773
120,100,0.1,"TT",20.6379915594223
30,50,0.5,"TT",17.1398180548166
120,50,0.5,"TT",16.6710101072796
30,100,0.5,"TT",15.5514600484779
120,100,0.5,"TT",18.4445620153317
30,50,0.1,"AC",21.3693935125259
120,50,0.1,"AC",24.7412060796074
30,100,0.1,"AC",23.8851464489381
120,100,0.1,"AC",24.536616105131
30,50,0.5,"AC",21.2472997926957
120,50,0.5,"AC",22.2125256612379
30,100,0.5,"AC",22.2713870109965
120,100,0.5,"AC",23.775587005146
30,50,0.1,"TT",16.2321185108669
120,50,0.1,"TT",16.672567651312
30,100,0.1,"TT",17.8370246796163
120,100,0.1,"TT",20.2129896122585
30,50,0.5,"TT",16.0326814373389
120,50,0.5,"TT",17.4673014941996
30,100,0.5,"TT",16.6720686468248
120,100,0.5,"TT",19.9362623322468
30,50,0.1,"AC",21.2728642333163
120,50,0.1,"AC",21.6810823880352
30,100,0.1,"AC",21.183003853334
120,100,0.1,"AC",24.2239026689715
30,50,0.5,"AC",19.8687412187755
120,50,0.5,"AC",22.8145792348392
30,100,0.5,"AC",22.3664851904762
120,100,0.5,"AC",24.5031212227554
30,50,0.1,"TT",17.045244219865
120,50,0.1,"TT",17.3998534386179
30,100,0.1,"TT",18.153474245969
120,100,0.1,"TT",20.0320459649523
30,50,0.5,"TT",17.339775221686
120,50,0.5,"TT",15.6598890216176
30,100,0.5,"TT",16.6951550532384
120,100,0.5,"TT",20.6909697583334
30,50,0.1,"AC",22.0697397823227
120,50,0.1,"AC",21.9715313183639
30,100,0.1,"AC",19.9121074793224
120,100,0.1,"AC",22.8792183452489
30,50,0.5,"AC",22.1547555708501
120,50,0.5,"AC",22.5830483483716
30,100,0.5,"AC",21.3179456134131
120,100,0.5,"AC",25.6257130200818
30,50,0.1,"TT",15.9703872160057
120,50,0.1,"TT",17.2129947546216
30,100,0.1,"TT",16.7935314242974
120,100,0.1,"TT",22.3544195012609
30,50,0.5,"TT",16.8488744734873
120,50,0.5,"TT",16.5467729740369
30,100,0.5,"TT",16.2734634821764
120,100,0.5,"TT",20.5852633413335
30,50,0.1,"AC",19.9412843200587
120,50,0.1,"AC",22.5652878102822
30,100,0.1,"AC",22.0784089315999
120,100,0.1,"AC",27.5945192434795
30,50,0.5,"AC",21.9033186440599
120,50,0.5,"AC",20.661214194911
30,100,0.5,"AC",20.9364969225684
120,100,0.5,"AC",25.3179144326624
30,50,0.1,"TT",17.5208394800134
120,50,0.1,"TT",18.7440904492239
30,100,0.1,"TT",16.9708268013846
120,100,0.1,"TT",18.7023046946208
30,50,0.5,"TT",16.3806986329696
120,50,0.5,"TT",15.6205339476851
30,100,0.5,"TT",18.0566239990216
120,100,0.5,"TT",19.2780569475305
30,50,0.1,"AC",22.4308124697051
120,50,0.1,"AC",20.4000327075081
30,100,0.1,"AC",22.970129706878
120,100,0.1,"AC",24.7493497446631
30,50,0.5,"AC",21.8836335958574
120,50,0.5,"AC",23.9254641897752
30,100,0.5,"AC",22.4833365007013
120,100,0.5,"AC",25.1857506867572
30,50,0.1,"TT",18.1610721576409
120,50,0.1,"TT",17.921526546022
30,100,0.1,"TT",17.4778214625869
120,100,0.1,"TT",17.5255591925673
30,50,0.5,"TT",15.8391659222565
120,50,0.5,"TT",18.0694405270925
30,100,0.5,"TT",16.4198246845633
120,100,0.5,"TT",18.8667291380776
30,50,0.1,"AC",21.4298772002999
120,50,0.1,"AC",22.4433401723233
30,100,0.1,"AC",22.1327804492317
120,100,0.1,"AC",26.4187332802976
30,50,0.5,"AC",21.0753354939283
120,50,0.5,"AC",23.3089964595714
30,100,0.5,"AC",21.100590147522
120,100,0.5,"AC",24.9946314911943
30,50,0.1,"TT",18.3216435288381
120,50,0.1,"TT",18.4379469557121
30,100,0.1,"TT",15.6840696570695
120,100,0.1,"TT",18.6976198342716
30,50,0.5,"TT",16.3679767265819
120,50,0.5,"TT",18.3554615249914
30,100,0.5,"TT",15.1998444101447
120,100,0.5,"TT",20.0377813498984
30,50,0.1,"AC",21.8036220990899
120,50,0.1,"AC",24.0092026828296
30,100,0.1,"AC",21.4900087598738
120,100,0.1,"AC",25.4433901332036
30,50,0.5,"AC",20.4853641796668
120,50,0.5,"AC",22.0393869688795
30,100,0.5,"AC",23.085148842835
120,100,0.5,"AC",25.1186162566977
30,50,0.1,"TT",17.102389900088
120,50,0.1,"TT",19.6099778760343
30,100,0.1,"TT",17.5905357215733
120,100,0.1,"TT",20.0787751356167
30,50,0.5,"TT",17.2021787232452
120,50,0.5,"TT",18.4288765179447
30,100,0.5,"TT",16.782653756319
120,100,0.5,"TT",20.2711731070742
30,50,0.1,"AC",24.2505016167801
120,50,0.1,"AC",19.9545956334624
30,100,0.1,"AC",22.0245366546241
120,100,0.1,"AC",24.9520563917498
30,50,0.5,"AC",21.9765226791276
120,50,0.5,"AC",21.5015787031109
30,100,0.5,"AC",21.2847884616522
120,100,0.5,"AC",25.0141032720807
30,50,0.1,"TT",18.4373170057915
120,50,0.1,"TT",20.0392860413891
30,100,0.1,"TT",18.1796471677097
120,100,0.1,"TT",20.4761379422632
30,50,0.5,"TT",16.8817858437418
120,50,0.5,"TT",17.9195380264447
30,100,0.5,"TT",15.8268891604962
120,100,0.5,"TT",21.156104835604
30,50,0.1,"AC",22.4322066258658
120,50,0.1,"AC",23.0343655971932
30,100,0.1,"AC",22.6049248123545
120,100,0.1,"AC",24.9299123805327
30,50,0.5,"AC",22.5100892533511
120,50,0.5,"AC",21.9258780457022
30,100,0.5,"AC",20.4691582292604
120,100,0.5,"AC",25.821070268231
30,50,0.1,"TT",17.0518162474016
120,50,0.1,"TT",15.701777559557
30,100,0.1,"TT",16.8465373981017
120,100,0.1,"TT",21.1760456044239
30,50,0.5,"TT",17.6011598238716
120,50,0.5,"TT",16.3723224399395
30,100,0.5,"TT",16.6486883096415
120,100,0.5,"TT",20.0961584814912
30,50,0.1,"AC",21.6637537232794
120,50,0.1,"AC",23.2925566986806
30,100,0.1,"AC",23.1483501818806
120,100,0.1,"AC",25.0134738277217
30,50,0.5,"AC",21.5993245562515
120,50,0.5,"AC",22.1254071631468
30,100,0.5,"AC",22.1812206135979
120,100,0.5,"AC",25.872380214821
30,50,0.1,"TT",16.133800661349
120,50,0.1,"TT",19.2278976977999
30,100,0.1,"TT",16.754478216189
120,100,0.1,"TT",18.5674010224089
30,50,0.5,"TT",17.4140618228098
120,50,0.5,"TT",18.568187224421
30,100,0.5,"TT",17.0318559997353
120,100,0.5,"TT",20.7461440372764
30,50,0.1,"AC",22.5331695239855
120,50,0.1,"AC",21.3830172158151
30,100,0.1,"AC",22.4518760195073
120,100,0.1,"AC",25.0389301820586
30,50,0.5,"AC",22.9231243831298
120,50,0.5,"AC",22.5504940954504
30,100,0.5,"AC",20.7335178961618
120,100,0.5,"AC",26.8071116044474
30,50,0.1,"TT",14.2205382908795
120,50,0.1,"TT",16.5670877801811
30,100,0.1,"TT",16.767734694621
120,100,0.1,"TT",20.3627197166125
30,50,0.5,"TT",17.5723723360233
120,50,0.5,"TT",17.6367116846696
30,100,0.5,"TT",17.029104163995
120,100,0.5,"TT",18.3496950697006
30,50,0.1,"AC",22.9794247336191
120,50,0.1,"AC",21.439092767785
30,100,0.1,"AC",21.9513653319075
120,100,0.1,"AC",24.6842924712827
30,50,0.5,"AC",20.2101654101629
120,50,0.5,"AC",22.8676729290692
30,100,0.5,"AC",20.69618946619
120,100,0.5,"AC",25.8393741268761
30,50,0.1,"TT",17.1521218234574
120,50,0.1,"TT",17.2605833083442
30,100,0.1,"TT",17.5448245810337
120,100,0.1,"TT",21.0591544762593
30,50,0.5,"TT",16.3621150041742
120,50,0.5,"TT",17.3712249261354
30,100,0.5,"TT",17.7103688110251
120,100,0.5,"TT",22.1933821064754
30,50,0.1,"AC",23.9199833863962
120,50,0.1,"AC",22.1590419671957
30,100,0.1,"AC",22.2943001139398
120,100,0.1,"AC",24.943633181189
30,50,0.5,"AC",21.2603852679654
120,50,0.5,"AC",23.1499028144223
30,100,0.5,"AC",22.0782742132606
120,100,0.5,"AC",24.2433094236974
30,50,0.1,"TT",17.9147569408342
120,50,0.1,"TT",16.7134962853537
30,100,0.1,"TT",17.9980157434654
120,100,0.1,"TT",20.7241485398853
30,50,0.5,"TT",16.220046618393
120,50,0.5,"TT",17.0163593957151
30,100,0.5,"TT",16.6292153175541
120,100,0.5,"TT",20.3094108199096
30,50,0.1,"AC",22.3963624304464
120,50,0.1,"AC",22.1654522174988
30,100,0.1,"AC",22.9282059106434
120,100,0.1,"AC",26.0286769843634
30,50,0.5,"AC",22.1765123676476
120,50,0.5,"AC",22.1787561952214
30,100,0.5,"AC",22.6594348795533
120,100,0.5,"AC",25.0436584816619
30,50,0.1,"TT",15.896265599765
120,50,0.1,"TT",16.1158397617086
30,100,0.1,"TT",16.0427032036585
120,100,0.1,"TT",21.6603287383733
30,50,0.5,"TT",15.2701944903735
120,50,0.5,"TT",16.9631066988655
30,100,0.5,"TT",17.6175928629931
120,100,0.5,"TT",20.7350712825038
30,50,0.1,"AC",22.2290176180268
120,50,0.1,"AC",22.3246845851532
30,100,0.1,"AC",22.033383747418
120,100,0.1,"AC",24.1590090519782
30,50,0.5,"AC",22.5596996561475
120,50,0.5,"AC",22.928473602198
30,100,0.5,"AC",20.1056970536713
120,100,0.5,"AC",23.0871576575931
30,50,0.1,"TT",18.2431035697562
120,50,0.1,"TT",17.7503014181193
30,100,0.1,"TT",17.811730836726
120,100,0.1,"TT",18.4867127922512
30,50,0.5,"TT",17.8903466650981
120,50,0.5,"TT",16.9231077805411
30,100,0.5,"TT",18.6184357738115
120,100,0.5,"TT",18.6725140577772
30,50,0.1,"AC",21.5275263742705
120,50,0.1,"AC",23.4089863151818
30,100,0.1,"AC",21.6215727717377
120,100,0.1,"AC",25.0826585908543
30,50,0.5,"AC",20.6425344868933
120,50,0.5,"AC",22.6863482695232
30,100,0.5,"AC",22.0781113544065
120,100,0.5,"AC",26.764338921603
30,50,0.1,"TT",15.8630118751009
120,50,0.1,"TT",17.5325003243564
30,100,0.1,"TT",14.0856974461875
120,100,0.1,"TT",19.7804397366545
30,50,0.5,"TT",17.1888026106905
120,50,0.5,"TT",16.3278807816715
30,100,0.5,"TT",16.7322144495142
120,100,0.5,"TT",19.4919980791244
30,50,0.1,"AC",23.1724340413024
120,50,0.1,"AC",23.2378718831464
30,100,0.1,"AC",20.9621707119985
120,100,0.1,"AC",25.0231035659871
30,50,0.5,"AC",21.3754226921846
120,50,0.5,"AC",22.4833037832792
30,100,0.5,"AC",21.9265460532174
120,100,0.5,"AC",25.069717063284
30,50,0.1,"TT",19.024003078071
120,50,0.1,"TT",19.0436740083004
30,100,0.1,"TT",18.012678092451
120,100,0.1,"TT",20.8648961716307
30,50,0.5,"TT",17.9091488245528
120,50,0.5,"TT",16.6903053470059
30,100,0.5,"TT",19.1871671938653
120,100,0.5,"TT",19.6695923590202
30,50,0.1,"AC",22.1089343055344
120,50,0.1,"AC",22.0488354006307
30,100,0.1,"AC",21.1920369198671
120,100,0.1,"AC",27.7611208504152
30,50,0.5,"AC",20.3218244958492
120,50,0.5,"AC",22.6942642962695
30,100,0.5,"AC",20.8828982925503
120,100,0.5,"AC",25.5937994044801
30,50,0.1,"TT",18.3276917067083
120,50,0.1,"TT",17.0388496985524
30,100,0.1,"TT",17.1219512582178
120,100,0.1,"TT",20.3173140328725
30,50,0.5,"TT",17.4608181785684
120,50,0.5,"TT",16.3905160092741
30,100,0.5,"TT",16.9963489635399
120,100,0.5,"TT",18.6749381527029
30,50,0.1,"AC",22.408740026714
120,50,0.1,"AC",21.7622573043451
30,100,0.1,"AC",20.802438574285
120,100,0.1,"AC",24.8240977947198
30,50,0.5,"AC",23.0289472643221
120,50,0.5,"AC",22.4102592461353
30,100,0.5,"AC",22.7551836590879
120,100,0.5,"AC",24.9749729582953
30,50,0.1,"TT",16.9051685850523
120,50,0.1,"TT",16.7893077687566
30,100,0.1,"TT",16.2896347659737
120,100,0.1,"TT",20.9782324646564
30,50,0.5,"TT",18.7749910437335
120,50,0.5,"TT",17.7563525831638
30,100,0.5,"TT",17.1613599926835
120,100,0.5,"TT",21.1196986598167
30,50,0.1,"AC",22.5509410766516
120,50,0.1,"AC",23.0416335399024
30,100,0.1,"AC",20.3112856744317
120,100,0.1,"AC",24.5282715068315
30,50,0.5,"AC",23.3010384873433
120,50,0.5,"AC",23.1397805611203
30,100,0.5,"AC",20.1066730188537
120,100,0.5,"AC",25.9808845758334
30,50,0.1,"TT",16.8368895195593
120,50,0.1,"TT",16.7993119175761
30,100,0.1,"TT",16.6049841656172
120,100,0.1,"TT",20.617268225396
30,50,0.5,"TT",18.0900533946524
120,50,0.5,"TT",16.4217818328773
30,100,0.5,"TT",17.6619257475047
120,100,0.5,"TT",20.6612887043121
30,50,0.1,"AC",22.4491396098628
120,50,0.1,"AC",22.3769370128792
30,100,0.1,"AC",21.3367139385121
120,100,0.1,"AC",24.5454059085228
30,50,0.5,"AC",23.2822926066361
120,50,0.5,"AC",21.0225491804892
30,100,0.5,"AC",21.0316348949385
120,100,0.5,"AC",25.0605315564489
30,50,0.1,"TT",15.2517935648245
120,50,0.1,"TT",17.5028998149995
30,100,0.1,"TT",16.5611747073266
120,100,0.1,"TT",20.832306077962
30,50,0.5,"TT",15.6856742765001
120,50,0.5,"TT",17.8489240882803
30,100,0.5,"TT",16.7444716493748
120,100,0.5,"TT",19.4312593808248
30,50,0.1,"AC",23.1962748202998
120,50,0.1,"AC",20.9711245613526
30,100,0.1,"AC",22.8420530751583
120,100,0.1,"AC",24.162414832737
30,50,0.5,"AC",22.0863112192147
120,50,0.5,"AC",21.0927615379264
30,100,0.5,"AC",21.5452063340861
120,100,0.5,"AC",25.7140057107102
30,50,0.1,"TT",17.089730727711
120,50,0.1,"TT",18.477831498603
30,100,0.1,"TT",17.6337804655904
120,100,0.1,"TT",20.119891083026
30,50,0.5,"TT",16.6238555773271
120,50,0.5,"TT",17.5462463485056
30,100,0.5,"TT",16.4942804682743
120,100,0.5,"TT",19.3138221105935
30,50,0.1,"AC",21.3107246788694
120,50,0.1,"AC",21.3058054763171
30,100,0.1,"AC",22.2613817101803
120,100,0.1,"AC",24.1488841132077
30,50,0.5,"AC",20.4256291181493
120,50,0.5,"AC",21.6241681458394
30,100,0.5,"AC",21.32261296394
120,100,0.5,"AC",25.7456564425971
30,50,0.1,"TT",17.3193815408469
120,50,0.1,"TT",16.8799118780699
30,100,0.1,"TT",18.0897985097033
120,100,0.1,"TT",18.894754156769
30,50,0.5,"TT",18.8077647551232
120,50,0.5,"TT",18.1872759532806
30,100,0.5,"TT",16.686270026744
120,100,0.5,"TT",20.3665714328329
30,50,0.1,"AC",22.8008569261491
120,50,0.1,"AC",22.2776822782118
30,100,0.1,"AC",21.1052494419169
120,100,0.1,"AC",25.2227863450221
30,50,0.5,"AC",22.1494829579045
120,50,0.5,"AC",22.7240483829185
30,100,0.5,"AC",22.1032075945965
120,100,0.5,"AC",25.7573722203399
30,50,0.1,"TT",17.2353199977557
120,50,0.1,"TT",17.5936698391924
30,100,0.1,"TT",16.3319558649145
120,100,0.1,"TT",19.1741667052408
30,50,0.5,"TT",17.8241985288587
120,50,0.5,"TT",18.9187506109553
30,100,0.5,"TT",16.780814767754
120,100,0.5,"TT",19.6911956541075
30,50,0.1,"AC",20.0491049457388
120,50,0.1,"AC",22.3674265600148
30,100,0.1,"AC",21.4937137341435
120,100,0.1,"AC",23.9689293857641
30,50,0.5,"AC",20.8743458360178
120,50,0.5,"AC",22.8628992110642
30,100,0.5,"AC",22.1758818097157
120,100,0.5,"AC",23.9600563782743
30,50,0.1,"TT",16.0787242121806
120,50,0.1,"TT",17.9160579056509
30,100,0.1,"TT",17.1394131666539
120,100,0.1,"TT",20.5397202685088
30,50,0.5,"TT",16.8260207203307
120,50,0.5,"TT",18.8130173361647
30,100,0.5,"TT",17.0132052449357
120,100,0.5,"TT",17.8103182842856
30,50,0.1,"AC",21.1323582801702
120,50,0.1,"AC",21.9807948063324
30,100,0.1,"AC",21.5021225910815
120,100,0.1,"AC",25.8367461640673
30,50,0.5,"AC",20.5278004525007
120,50,0.5,"AC",23.3546427639169
30,100,0.5,"AC",22.0269201588821
120,100,0.5,"AC",25.5329433500326
30,50,0.1,"TT",18.2174609028888
120,50,0.1,"TT",16.580281065935
30,100,0.1,"TT",16.8903699843368
120,100,0.1,"TT",19.9133008648041
30,50,0.5,"TT",17.3735574119285
120,50,0.5,"TT",16.2524077747031
30,100,0.5,"TT",16.6321842008372
120,100,0.5,"TT",19.6605005416341
30,50,0.1,"AC",22.7059652968444
120,50,0.1,"AC",24.0253765425234
30,100,0.1,"AC",22.7433674514982
120,100,0.1,"AC",24.9813316174634
30,50,0.5,"AC",20.6625410848246
120,50,0.5,"AC",22.2139282762233
30,100,0.5,"AC",21.2769832488691
120,100,0.5,"AC",23.7474637695938
30,50,0.1,"TT",17.9949953752013
120,50,0.1,"TT",17.0775933559586
30,100,0.1,"TT",16.8570157676622
120,100,0.1,"TT",20.2026276611255
30,50,0.5,"TT",17.8322822009838
120,50,0.5,"TT",18.533327985191
30,100,0.5,"TT",16.6173954527943
120,100,0.5,"TT",18.1436884765296
30,50,0.1,"AC",22.2901563101228
120,50,0.1,"AC",22.7363307601016
30,100,0.1,"AC",21.8052496182251
120,100,0.1,"AC",24.9970886191617
30,50,0.5,"AC",22.1480396316956
120,50,0.5,"AC",22.9078655263981
30,100,0.5,"AC",21.874888935784
120,100,0.5,"AC",25.1256028680348
30,50,0.1,"TT",16.1594832317012
120,50,0.1,"TT",19.6060096226747
30,100,0.1,"TT",16.632764869841
120,100,0.1,"TT",17.6739272894302
30,50,0.5,"TT",16.1554547665772
120,50,0.5,"TT",19.3381862853416
30,100,0.5,"TT",16.9857259234643
120,100,0.5,"TT",20.5902898833681
30,50,0.1,"AC",23.2781420999425
120,50,0.1,"AC",22.6042125614791
30,100,0.1,"AC",20.8601653521092
120,100,0.1,"AC",26.2591379635806
30,50,0.5,"AC",22.3364468427848
120,50,0.5,"AC",22.7538209371738
30,100,0.5,"AC",21.5318269193971
120,100,0.5,"AC",25.9150258941136
30,50,0.1,"TT",15.8358336139991
120,50,0.1,"TT",17.6463409625491
30,100,0.1,"TT",16.831962347441
120,100,0.1,"TT",22.6157784568921
30,50,0.5,"TT",17.2795960605035
120,50,0.5,"TT",18.4498447734915
30,100,0.5,"TT",16.3688632281335
120,100,0.5,"TT",19.2882143636091
30,50,0.1,"AC",21.9987102850729
120,50,0.1,"AC",22.1052682968619
30,100,0.1,"AC",21.3890077364865
120,100,0.1,"AC",25.3978797525383
30,50,0.5,"AC",22.3329548108258
120,50,0.5,"AC",20.3067356835732
30,100,0.5,"AC",23.1185241031991
120,100,0.5,"AC",24.2544252285771
30,50,0.1,"TT",17.1529781116147
120,50,0.1,"TT",16.8137603373205
30,100,0.1,"TT",17.7558809610913
120,100,0.1,"TT",19.6772814507828
30,50,0.5,"TT",17.0967995472885
120,50,0.5,"TT",15.9871557681424
30,100,0.5,"TT",16.8962248050376
120,100,0.5,"TT",19.593801268621
30,50,0.1,"AC",21.6667391003509
120,50,0.1,"AC",23.4396040698033
30,100,0.1,"AC",21.3576143435893
120,100,0.1,"AC",23.9848856924983
30,50,0.5,"AC",21.9367056650971
120,50,0.5,"AC",22.123435720414
30,100,0.5,"AC",22.1782716333771
120,100,0.5,"AC",25.6531571498661
30,50,0.1,"TT",17.3550318534837
120,50,0.1,"TT",17.822921400975
30,100,0.1,"TT",17.3103149379821
120,100,0.1,"TT",19.6406996182866
30,50,0.5,"TT",16.9977221606339
120,50,0.5,"TT",16.4916479831736
30,100,0.5,"TT",17.7516077983684
120,100,0.5,"TT",20.5014938579542
30,50,0.1,"AC",21.266169786565
120,50,0.1,"AC",22.8685263246435
30,100,0.1,"AC",21.5964644709159
120,100,0.1,"AC",22.9799446157971
30,50,0.5,"AC",20.6748607280122
120,50,0.5,"AC",21.7701290163733
30,100,0.5,"AC",21.6831354777291
120,100,0.5,"AC",24.1171372937988
30,50,0.1,"TT",16.4603237243181
120,50,0.1,"TT",18.1794033460979
30,100,0.1,"TT",17.2798110440598
120,100,0.1,"TT",19.4462534218586
30,50,0.5,"TT",17.9308894776239
120,50,0.5,"TT",20.25794369456
30,100,0.5,"TT",17.0248944317044
120,100,0.5,"TT",21.5748776329505
30,50,0.1,"AC",22.3960393528937
120,50,0.1,"AC",24.1188465805108
30,100,0.1,"AC",22.5733147674027
120,100,0.1,"AC",25.6216817655038
30,50,0.5,"AC",20.3669237296094
120,50,0.5,"AC",22.5341718290516
30,100,0.5,"AC",22.7258025677559
120,100,0.5,"AC",24.6150407729704
30,50,0.1,"TT",16.9733087194377
120,50,0.1,"TT",17.9085682267425
30,100,0.1,"TT",15.3430885024537
120,100,0.1,"TT",21.2700476755712
30,50,0.5,"TT",15.9636703922162
120,50,0.5,"TT",16.9776281879346
30,100,0.5,"TT",16.3570217074038
120,100,0.5,"TT",19.8766518153794
30,50,0.1,"AC",22.2287169824239
120,50,0.1,"AC",23.1441000734925
30,100,0.1,"AC",22.3904159611775
120,100,0.1,"AC",24.9328906901811
30,50,0.5,"AC",22.2049997890612
120,50,0.5,"AC",20.8075995803788
30,100,0.5,"AC",23.2380447458597
120,100,0.5,"AC",25.0831435760042
30,50,0.1,"TT",16.0284709339686
120,50,0.1,"TT",17.800202086437
30,100,0.1,"TT",15.822962062977
120,100,0.1,"TT",19.120101868876
30,50,0.5,"TT",18.1410923151879
120,50,0.5,"TT",18.7016688933857
30,100,0.5,"TT",16.095899218077
120,100,0.5,"TT",19.3191031271541
